"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Cameroon","Electricity - Gross demand","2007","Kilowatt-hours, million","4707",""
"Cameroon","Electricity - Gross demand","2006","Kilowatt-hours, million","4866",""
"Cameroon","Electricity - Gross demand","2005","Kilowatt-hours, million","4004",""
"Cameroon","Electricity - Gross demand","2004","Kilowatt-hours, million","4110",""
"Cameroon","Electricity - Gross demand","2003","Kilowatt-hours, million","3684",""
"Cameroon","Electricity - Gross demand","2002","Kilowatt-hours, million","3300",""
"Cameroon","Electricity - Gross demand","2001","Kilowatt-hours, million","3541",""
"Cameroon","Electricity - Gross demand","2000","Kilowatt-hours, million","3480",""
"Cameroon","Electricity - Gross demand","1999","Kilowatt-hours, million","3376",""
"Cameroon","Electricity - Gross demand","1998","Kilowatt-hours, million","3168",""
"Cameroon","Electricity - Gross demand","1997","Kilowatt-hours, million","3115",""
"Cameroon","Electricity - Gross demand","1996","Kilowatt-hours, million","2950",""
"Cameroon","Electricity - Gross demand","1995","Kilowatt-hours, million","2832",""
"Cameroon","Electricity - Gross demand","1994","Kilowatt-hours, million","2765",""
"Cameroon","Electricity - Gross demand","1993","Kilowatt-hours, million","2867",""
"Cameroon","Electricity - Gross demand","1992","Kilowatt-hours, million","2767",""
"Cameroon","Electricity - Gross demand","1991","Kilowatt-hours, million","2731",""
"Cameroon","Electricity - Gross demand","1990","Kilowatt-hours, million","2716",""
"Cameroon","Electricity - total production, autoproducer","2019","Kilowatt-hours, million","2990.23",""
"Cameroon","Electricity - total production, autoproducer","2018","Kilowatt-hours, million","3245.391",""
"Cameroon","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","2690.405",""
"Cameroon","Electricity - total production, autoproducer","2016","Kilowatt-hours, million","2489",""
"Cameroon","Electricity - total production, autoproducer","2015","Kilowatt-hours, million","3237",""
"Cameroon","Electricity - total production, autoproducer","2014","Kilowatt-hours, million","2133",""
"Cameroon","Electricity - total production, autoproducer","2013","Kilowatt-hours, million","1637",""
"Cameroon","Electricity - total production, autoproducer","2012","Kilowatt-hours, million","911",""
"Cameroon","Electricity - total production, autoproducer","2011","Kilowatt-hours, million","1126",""
"Cameroon","Electricity - total production, autoproducer","2010","Kilowatt-hours, million","1269",""
"Cameroon","Electricity - total production, autoproducer","2009","Kilowatt-hours, million","1332",""
"Cameroon","Electricity - total production, autoproducer","2008","Kilowatt-hours, million","1179",""
"Cameroon","Electricity - total production, autoproducer","2007","Kilowatt-hours, million","987",""
"Cameroon","Electricity - total production, autoproducer","2006","Kilowatt-hours, million","959",""
"Cameroon","Electricity - total production, autoproducer","2005","Kilowatt-hours, million","0",""
"Cameroon","Electricity - total production, autoproducer","1996","Kilowatt-hours, million","7","1"
"Cameroon","Electricity - total production, autoproducer","1995","Kilowatt-hours, million","7","1"
"Cameroon","Electricity - total production, autoproducer","1994","Kilowatt-hours, million","6","1"
"Cameroon","Electricity - total production, autoproducer","1993","Kilowatt-hours, million","5","1"
"Cameroon","Electricity - total production, autoproducer","1992","Kilowatt-hours, million","5","1"
"Cameroon","Electricity - total production, autoproducer","1991","Kilowatt-hours, million","3","1"
"Cameroon","Electricity - total production, autoproducer","1990","Kilowatt-hours, million","5","1"

"fnSeqID","Footnote"
"1","Estimate"
